Assalamualaikum teman teman mohon untuk melengkapi data prodi dan no hp yaw
Team 1  MEN
Ditunggu ya gais hari ini
Team 1  MEN
pake nickname ml ga mas?
Pake sin
segera dilengkapi ya gais
Media tidak disertakan
Team 1  MEN
Assalamualaikum temen temen maaf memberikan informasi mendadak besok abis Jumat jam 1 apakah kita bisa kumpul full team?
"waalaikumsalam, aku bisaa"
Yang lain?
Mohon responnya ya gais
"waalaikumsalam , bisa mas"
"waalaikumsalam, habis jumatan masi ada kelas i mas"
waalaikumsalam bisa
redi
Kalau yang kelas gapapa kelas dulu
bisa
"waalaikumsallam redi mas,tapi ada kelas jam set 4"
POLLING:
Voting yaw biar tau responnya
laine pie kui
ayo login cah
Oke Kebanyakan bisa ya
Team 1  MEN
Team 4 WOMEN diisi ya
bentar ya bang
Okey
Sama sekalian nama teamnya ya
Team 1  MEN
Team 1  MEN
Pesan ini dihapus
Jangan lupa yang bisa Dateng jam 1 ya
ayok gais tempatnya ruang pelatihan di lt 3 siwal
okey mas otw
okey sin
Team 1  MEN
timnya 6281235672771  posisi dimana ya?
id panitia 1423231636 15890
nanti add ya gais
SSID: orbitmawa
Media tidak disertakan
UMS Knights sama teamnya rafa bisa kirim pribadi kalian?
pribadi apa mas
email ketua team ya
sbb mas baru ga ready
tadi pada sibuk tim ku
Iya gapapa fa jadinya nama teammu apa? Masih pake ryodan? Apa ganti?
UMS Esport aj mas
Okey fa Pesan ini diedit
Team 1 UMS Esport MEN
https:chat.whatsapp.comL8S9sxnrBzaApXY1yZ2ss8
Media tidak disertakan
Ini untuk surat izin kuliah ya gais
Untuk sekarang latihan mandiri yaw
Semangat gais apa lagi team cowo wkwk
Media tidak disertakan
PP berapa ini mas spill tipis 6287863684496
Total team 81 Pesan ini diedit
Untuk team UMS bermain besok kalian milih main dimawa atau dimana?
jam berapa mas
mawaa
Sistemnya gini ya gais untuk main dimawa ganti ganti yaw karena kalau semuanya ngumpul di ruang sidang ga cukup
okeyy mas
nanti biar keluar kalo udah
Nanti bakal di informasikan di grup kalau mainnya jam berapa
Betul karena kita 5 team selesai main langsung keluar yaw bukan mengusir tapi kasihan teman teman yang main
okey
oke
Tim UMS E-sport kalian mau main dimana?
mas bisa diundur dikit ga jamnya
2
Gabisa
Ini udah fix
Telat 10 menit di diskualifikasi
Buat teman teman buat besok yang main usahakan 20 menit sudah berada di kemahasiswaan terlambat main hanya 10 menit lewat dari terlambatan akan didiskualifikasi Pesan ini diedit
belum ada jadwal buat besok to mas?
Pesan ini dihapus
Pesan ini dihapus
bo 1 kan mas
betul
abis babak 1 akan dikirimkan
itu nanti yang di ss hasil aja mas?
iyaa
sama nanti on came waktu di discord
wajib on cam mas? Pesan ini diedit
Wajib ya
mas itu dcnya pake pribadi apa ada dr umsnya?
laptop buat cam
dari kita menyediakan
mas ums esport kalo yg on cam 1 orang aja gmn?
1 device untuk 5 player
mas kalo beso yg tim 1 ums esport dimajuin mainnya atau ga diganti ke jam lain bisa ga? 6287863684496  jadwalnya tabrakan sama turnamen lain jam 1 juga
iyaa mas gimana kalo di majuin
kalo gabisa diganti atau gabisa telat mending main sebelum jam 1 malah lebih bisa mas kita
Maaf ya teman teman walaupun kita tuan rumah aku gabisa merubah jadwal karena jadwal tidak bisa diganti setelah waktu Technical Meeting
kalo engga gini mas.. kita team 1 melakukan kesepakatan sama tim musuh dan tim musuh bisa gitu bisa kan mas
dalam range jam 12.00-13.00 tetep mas
Kalau kalian mundur semua team bakal berubah jadwalnya
Tim UMS apakah ada main di kemahasiswaan hari ini??
ada mas tim saya jam 1
di kemahasiswaaan ada device buat discordnya ga mas?
Ada
ada mas yg cewe main di kemahasiswaan semua
okey usahakan 10 menit sudah dimawa ya
Media tidak disertakan
"6287863684496 aku sama temenku dah di kemahasiswaan i, ini dimana mas agil"
Diruang sidang ya
permisi mas heffingfun sudah di ruang sidang
Langsung masuk aja ya
mas ini kayak nya lag yaa
wifinya
waduhh
dr td tim ini ngelag we
kasian
""
pake wifi ums aja
Bisa menggunakan data seluler terlebih dahulu ya
aku tdi aman
Cari aman
udah gonta ganti
uda main?
udah
win brok
draft anti meta
brarti panitia
iyeeyyy
wasit deng
Media tidak disertakan
Pagi gais yang main jam 9 pagi ini kalian main di ruang sidang atau di kost masing-masing?
ini emang ga ada pause to mas?
tadi minta pause ga dikasi
""
""
Media tidak disertakan
""
Ada pause
Kalian on mic ga mintanya di discod
Kalau di room ga kebaca
klo turnamen biasanya di chat all P gitu langsung di pause si mas
Nah semenjak update kemarin chat allnya ke kebaca dikita
ga kebaca?
iyo had kadang ga kebaca
setelah update patch
Ga kebaca
wo moonton goblok
Betul
hoo mas wes ga muncul di wasit
ganti tur wae
hapus ml
Mending kalau minta p
baikla mas
"mas hari ini yang cewe, yg main tim sebelah aja?"
Maksudnya?
di jadwal semi finalnya hari selasa malam mas tim cewe ums 1
mas itu managernya boleh disana kah?
Media tidak disertakan
bukanya selasa itu harusnya udah grand final mas?
Media tidak disertakan
"maaf mas, aku izin kirim bukti chat to all dari musuh yaa"
Media tidak disertakan
Media tidak disertakan
Media tidak disertakan
mana ngegas banget wkwkwk
btw mass minta tolong fokus dc kalo emg harus ngomong di dc soalnya kita minta pause lama bgt tadi
setuju
Media tidak disertakan
WKWKWKWK
6287863684496
mas
ini mas
masss
woi
Media tidak disertakan
ga sesuai ah
males
pdhl jelas ada buktinya
omoo
Media tidak disertakan
6287863684496
6287863684496
6287863684496
6287863684496
6287863684496
6287863684496
aturan gimana ni aturannya
mas gimana ini mas
ko ga jalan
6287863684496
Media tidak disertakan
6287863684496
6287863684496
Pesan ini dihapus
salah salah
Media tidak disertakan
Media tidak disertakan
Game selanjutnya akan dimulai 16.30
itu yg jam 4 kan
bukan kita ya berati
halo mas ini PRIZEPOOL PTMA berapa yaa? 6287863684496
kita kan sudah final yaa.. pengen tahu kejelasannya Pesan ini diedit
masa iya panitia gatau prizepoolnya berapa..
katanya ini dr PTMA
Jujur gais aku gatau wkwk
belom ada transparansi soal prizepool kah mas
coba minta in ke pihak ptma mas
Mungkin besok waktu sebelum pengumuman nanti tak tanyain
besok kami final mas
Tak usahakan kalau di respon sekarang nanti tak kasih tau informasi ke grup
coba mas tanyakan dulu
2
Media tidak disertakan
Belum direspon
boleh minta nomor dari pihak PTMA nya ga mas?
butuh kepastian dan transparasi sii mas dari pihak peserta
Media tidak disertakan
""
""
gais untuk yang bertanding  harap berkumpul fisatu team ya
kocag
wkwkwk
tur nasional prizepool segitu
mantappp
aturan jg begitu
mainnya seminggu lagi
pendaftarannya lo 200k
perihal prizepool yang menentukan ptma bukan dari panitia ya gais
iya tau kok mas kita cuma miris bersama
lahh
Media tidak disertakan
Media tidak disertakan
Media tidak disertakan
apa itu ada yg ganti hp tu
alamak alamak
takutt bgtt ketemuu kita sampe di jokii
alamakk
brok brok
tolong yg tegas panitia
apatuchh
ling kairi
wihh
""
kasus
kelas
takut banget
tuan rumah masa mau dicurangin
ling 0 match bisa kek gitu gelo
biasa lagi ikut mpl Pesan ini diedit
bisa lagi lwan vivian
panik ya kok tengak tengok
dis dongg
juara dua joki
enak amay
""
dulu aja retri buff indomaret mulu
gimana nii uda jelas loh itu
mampus di disc
mampuss
dendam bgt ama kita pas kualifikasi langsung minta joki
""
tutor lingnya dongg
avva
di diskualifikasi
ahay
makasih yaalove u
ga asikk ahh pengen mainn lagiii
ga asik
Media tidak disertakan
Media tidak disertakan
"Permisi kak, saya Sandryna dari prodi keperawatan, mohon izin nanti belum bisa ikut latihan karna besok ada ujian praktek osca"
"maaf kak, saya juga belum bisa ikut juga, ada kelas sampai jam 6 terus habis maghrib ada ujian kak"
Pesan ini dihapus
"permisi kak, saya nayla dr pend.informatika ,mohon izin telat karena selesai kelas jam 5, terimakasih"
"Permisi kak, saya Anggoro Tri Prabowo dari manajemen. Mohon izin karena saya ada kelas jam 4.30 selesai jam 6, jika masih ada waktu saya akan menyusul , terimakasih"
"Permisi kak, saya Zulfanny Najla dari prodi PGSD, mohon izin terlambat karena masih ada kelas sampai jam 5"
"Permisi kak, saya Abdullah Naufal Shidqii dari prodi Akuntansi, mohon izin belum bisa ikut ada zoom meeting kelas terimakasih"
"Fleksibel aja ya kawan"", selonggar nya klo masih matkulkegiatan lain menyesuaikan berangkat nya"
Okeyy mas
"maaf kak saya Yusuf maulana saputra dari prodi ekonomi pembangunan izin tidak bisa hadir, dikarenakan ada kelas sampai jam 18.00"
nyusul aja
"maaf kak, saya M.Rafly Nur Iswandie dari prodi Ilmu Komunikasi izin nanti nyusul kak gk bisa datang ontime soalny ada praktek fotografi"
siap kak
"Mohon maaf kak, saya Tri Nurjanah dari prodi PPKN"
"Permisi, mohon maaf kak. Saya Afifah Alfiyanti dari prodi kesmas izin belum bisa bergabung untuk mengikuti latihan rutin karena kemarin sakit dan sekarang masih masa pemulihan. Terimakasih"
